Run,Assay Type,BioProject,BioSample,Center Name,Consent,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,AvgSpotLen,Bases,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,sex,Population,Super_Population_Code,Cell_Line,Cell_type,common_name,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,Submitter_Id,disease,CULTURE_COLLECTION,DNA-ID,Population_Description,Super_Population_Description,Family_Id,Broker_name,Coriell_panel,Genotype,relationship,Coriell_plate,HapMap_sample_ID,BIOMATERIAL_PROVIDER,BioSampleModel,Isolate,tissue,AssemblyName,AGE,Collection,ETHNICITY,family_role,Race,tag,Isolation_source,sample_type,well_information,Individual,organism_part,fosmid_library_name,fosmid_library_source,relationship_type,Chinese_Code,local_family_id,type,xenograft
SRR16541198,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743859,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r6-c7,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,23404432,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",152,60197472,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541210,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743847,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r5-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,44413549,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",152,114884184,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541226,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743831,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f3-r6-c1,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,46090820,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",152,118602560,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541229,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743828,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f2-r6-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,32114356,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",152,83610488,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541274,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743783,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f3-r2-c7,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,84579,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",152,13528,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541275,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743782,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f3-r2-c6,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,82506,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",152,8816,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541342,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743715,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f1-r4-c6,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,18750180,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",152,48315632,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541387,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743958,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r2-c7,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,26416577,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",152,68016656,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541389,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743956,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r5-c5,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,27928491,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",152,71815592,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541240,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743817,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f2-r4-c7,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,13318092,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",152,34274176,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541128,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743929,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r2-c1,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,52951779,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",152,136875240,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541169,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743888,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r3-c7,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,157590,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",152,202920,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541186,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743871,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r1-c5,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,18579143,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",152,48089000,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541202,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743855,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r6-c4,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,10313720,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",152,26427632,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541215,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743842,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f3-r7-c4,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,81761,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",152,7144,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541282,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743775,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f2-r2-c4,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,28001353,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",152,71692624,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541315,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743742,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f2-r7-c5,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,7140594,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",152,18177376,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541356,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743701,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f1-r3-c1,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,177873,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",152,228608,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541400,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743945,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r4-c2,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,91858,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",152,25232,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541123,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743934,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r2-c6,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,83284,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",152,10032,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541129,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743928,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r1-c7,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,84086,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",152,12464,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541141,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743916,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r7-c4,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,45973088,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",152,117254168,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541337,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743720,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f1-r5-c4,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,30061006,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",152,77225576,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541346,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743711,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f1-r4-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,13581303,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",152,34846304,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541374,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743971,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r7-c4,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,82387,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",152,7904,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541391,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743954,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r5-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,64482449,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",152,167710720,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541127,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743930,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r2-c2,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,80074,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",152,3040,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541131,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743926,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r1-c5,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,35528331,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",152,92103640,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541140,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743917,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r7-c5,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,12776859,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",152,32962112,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541156,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743901,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r2-c2,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,10144717,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",152,25833312,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541162,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743895,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r4-c6,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,23303111,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",152,60326520,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541167,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743890,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r2-c1,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,40198253,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",152,103517776,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541188,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743869,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r1-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,7944054,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",152,20377424,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541197,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743860,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r7-c1,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,1747728,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",152,4260256,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541200,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743857,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r1-c5,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,27075935,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",152,69807976,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541201,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743856,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r6-c5,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,19892094,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",152,50699144,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541203,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743854,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r6-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,34637835,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",152,89686232,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541209,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743848,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r5-c4,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,46045072,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",152,118724464,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541221,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743836,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r5-c1,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,1346785,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",152,3256600,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541228,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743829,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r4-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,14041500,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",152,36024912,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541238,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743819,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f2-r5-c1,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,259139,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",152,460256,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541239,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743818,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r4-c2,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,16680121,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",152,42742704,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541241,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743816,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f2-r4-c6,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,19127603,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",152,49411856,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541245,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743812,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f2-r4-c2,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,10933701,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",152,27936232,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541250,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743807,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r4-c1,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,13880918,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",152,35528328,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541253,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743804,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f3-r5-c5,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,84420,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",152,12920,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541255,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743802,NextSeq 550,na12878-bespoke-nofdu-shallow-suptableS5-f3-r5-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,84052,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",152,12160,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
