Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_Line,Cell_type,Center Name,Collection,Consent,Coriell_plate,CULTURE_COLLECTION,DATASTORE filetype,DATASTORE provider,DATASTORE region,DNA-ID,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),ETHNICITY,Experiment,Family_Id,family_role,HapMap_sample_ID,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Population_Description,population,race,ReleaseDate,Sample Name,sex,SRA Study,Super_Population_Code,Super_Population_Description,tag
ERR1429641,WGS,51,25606998,PRJEB14185,SAMN00801914,11101687,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500019,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_25,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429642,WGS,51,22549140,PRJEB14185,SAMN00801914,9798624,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500020,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_26,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429643,WGS,51,30075618,PRJEB14185,SAMN00801914,12895855,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500021,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_27,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429644,WGS,51,17138499,PRJEB14185,SAMN00801914,7445752,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500022,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_29,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429645,WGS,51,18839298,PRJEB14185,SAMN00801914,8213751,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500023,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_31,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429646,WGS,51,29368350,PRJEB14185,SAMN00801914,12603892,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500024,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_35,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429647,WGS,51,21113388,PRJEB14185,SAMN00801914,9221178,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500025,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_36,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429648,WGS,51,35045772,PRJEB14185,SAMN00801914,15038318,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500026,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_37,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429649,WGS,51,34449786,PRJEB14185,SAMN00801914,14753712,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500027,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_38,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429650,WGS,51,34872474,PRJEB14185,SAMN00801914,14921384,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500028,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_39,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429651,WGS,51,26920860,PRJEB14185,SAMN00801914,11574894,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500029,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_42,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429652,WGS,51,18563694,PRJEB14185,SAMN00801914,8039061,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500030,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_43,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429653,WGS,51,24777279,PRJEB14185,SAMN00801914,10673554,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500031,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_44,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429654,WGS,51,20639139,PRJEB14185,SAMN00801914,8987743,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500032,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_45,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429655,WGS,51,32076756,PRJEB14185,SAMN00801914,13817526,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500033,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_47,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429656,WGS,51,22635993,PRJEB14185,SAMN00801914,9800559,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500034,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_52,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429657,WGS,51,25863477,PRJEB14185,SAMN00801914,11239431,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500035,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_58,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429658,WGS,51,27973857,PRJEB14185,SAMN00801914,12024372,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500036,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_59,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429659,WGS,51,34807449,PRJEB14185,SAMN00801914,14925848,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500037,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_61,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429660,WGS,51,21143172,PRJEB14185,SAMN00801914,9146977,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500038,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_69,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429661,WGS,51,21676275,PRJEB14185,SAMN00801914,9451249,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500039,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_71,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429662,WGS,51,18929721,PRJEB14185,SAMN00801914,8298699,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500040,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_72,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429663,WGS,51,55730760,PRJEB14185,SAMN00801914,23895001,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500041,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_73,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429664,WGS,51,33214311,PRJEB14185,SAMN00801914,14545125,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500042,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_74,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429665,WGS,51,32816205,PRJEB14185,SAMN00801914,14164269,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500043,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_81,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429666,WGS,51,33509958,PRJEB14185,SAMN00801914,14480179,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500044,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_82,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429667,WGS,51,26903928,PRJEB14185,SAMN00801914,11712828,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500045,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_84,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429668,WGS,51,48013083,PRJEB14185,SAMN00801914,20616781,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500046,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_85,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429669,WGS,51,32412387,PRJEB14185,SAMN00801914,14050019,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500047,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_86,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429670,WGS,51,25157535,PRJEB14185,SAMN00801914,10905550,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500048,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW141029-IV_90,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429671,WGS,51,65293158,PRJEB14185,SAMN00801914,28945143,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1500049,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW150212-VII_2_03,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
